TRAIN_SERVICE_CODE,ORIGIN_DEPARTURE_DATE,PLANNED_ORIGIN_LOCATION_NAME,PLANNED_DEST_LOCATION_NAME,DELAY_START_STATION,DELAY_END_STATION,PFPI_MINUTES,IS_CANCELLED,INCIDENT_REASON,INCIDENT_DESCRIPTION,IS_WEATHER_RELATED,EVENT_TYPE
25478001,2024-11-22,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,IB,PNWTHRJ 9562 PTS FLR,0,C
25478001,2024-11-22,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,IB,PNWTHRJ 9562 PTS FLR,0,C
25478001,2024-11-22,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,IB,PNWTHRJ 9562 PTS FLR,0,C
25478001,2024-11-22,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,IB,PNWTHRJ 9562 PTS FLR,0,C
25478001,2024-11-22,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,IB,PNWTHRJ 9562 PTS FLR,0,C
25478001,2024-11-22,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,IB,PNWTHRJ 9562 PTS FLR,0,C
25478001,2024-11-22,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,IB,PNWTHRJ 9562 PTS FLR,0,C
25478001,2024-11-22,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,IB,PNWTHRJ 9562 PTS FLR,0,C
25478001,2024-11-22,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,1.5,false,TT,XCI LLE LFNZ 22/11/24,0,M
25478001,2024-11-22,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,1.5,false,Q3,XCI LLE LFNZ 22/11/24,0,M
25478001,2024-11-22,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,6,false,XA,SBF TRESSPASS,0,M
25474001,2024-11-22,PENZANCE,CARDIFF CENTRAL,LOSTWITHIEL,LISKEARD,3,false,RR,1S43 OVERTIME TRU,0,M
95998501,2024-11-22,ST BLAZEY L I P,PAR,CAMBORNE,ST ERTH,0,false,TZ,1W33 2 LOST ACTONW STL,0,M
25397003,2024-11-22,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE T.& R.S.M.D.,0,true,OU,PAD WESTERN ECS 22/11/24,0,C
25397003,2024-11-22,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE T.& R.S.M.D.,0,false,OU,PAD WESTERN ECS 22/11/24,0,M
25397003,2024-11-22,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,PAD WESTERN ECS 22/11/24,0,M
25397003,2024-11-22,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,PAD WESTERN ECS 22/11/24,0,M
25397003,2024-11-22,PENZANCE,LAIRA T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,PAD WESTERN ECS 22/11/24,0,M
25397003,2024-11-22,PENZANCE,LAIRA T.& R.S.M.D.,ST ERTH,ST ERTH,0,true,OU,XPM WESTERN ECS 27/11/24,0,P
25397003,2024-11-22,PENZANCE,LAIRA T.& R.S.M.D.,SALTASH,PLYMOUTH,0,false,OU,PAD WESTERN ECS 22/11/24,0,M
25397003,2024-11-22,PENZANCE,LAIRA T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,PAD WESTERN ECS 22/11/24,0,M
25478001,2024-11-22,PAR,EXETER TMD,SALTASH,PLYMOUTH,0,false,OU,PAD WESTERN ECS 22/11/24,0,M
25478001,2024-11-22,PAR,EXETER TMD,ST GERMANS,SALTASH,0,false,XA,SBF TRESSPASS,0,M
22185002,2024-11-22,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE T.& R.S.M.D.,0,false,OU,PAD WESTERN ECS 22/11/24,0,M
59406441,2024-11-22,FOWEY DOCK CARNE POINT,ST BLAZEY SS,FOWEY DOCK CARNE POINT,FOWEY DOCK CARNE POINT,95,true,FL,6P25 CAPE FOWEYDK,0,C
25397003,2024-11-23,LONDON PADDINGTON,PENZANCE,ST GERMANS,LISKEARD,6,false,XW,2L82 TREE STRUCK LSK LOO,1,M
25397003,2024-11-23,LONDON PADDINGTON,PENZANCE,ST ERTH,ST ERTH,20,false,MU,LNGROCK PWR FLR,0,M
25474001,2024-11-23,BRISTOL TEMPLE MEADS,PENZANCE,PLYMOUTH,SALTASH,4,false,TG,2P10 DRIVER PNZ,0,M
25474001,2024-11-23,BRISTOL TEMPLE MEADS,PENZANCE,LISKEARD,LOSTWITHIEL,7,false,IF,LSK LOS TC INDICATIONS FLR,0,M
25474001,2024-11-23,BRISTOL TEMPLE MEADS,PENZANCE,ST ERTH,PENZANCE,13,false,IC,PNZ SER AJ / AK TC FLR,0,M
25474001,2024-11-23,BRISTOL TEMPLE MEADS,PENZANCE,ST ERTH,PENZANCE,3,false,IC,PNZ SER AJ / AK TC FLR,0,M
25474001,2024-11-23,BRISTOL TEMPLE MEADS,PENZANCE,ST GERMANS,LISKEARD,3,false,TT,2C43 LFNZ SGM LSK (E),0,M
25474001,2024-11-23,BRISTOL TEMPLE MEADS,PENZANCE,ST ERTH,PENZANCE,22,false,IC,PNZ SER AJ / AK TC FLR,0,M
25474001,2024-11-23,PLYMOUTH,PENZANCE,PLYMOUTH,SALTASH,4,false,TG,2P10 DRIVER PNZ,0,M
25474001,2024-11-23,PLYMOUTH,PENZANCE,ST ERTH,PENZANCE,11,false,IC,PNZ SER AJ / AK TC FLR,0,M
25474001,2024-11-23,PLYMOUTH,PENZANCE,ST GERMANS,LISKEARD,3,false,TT,2C22 LFNZ SGM LSK (E),0,M
25474001,2024-11-23,PLYMOUTH,PENZANCE,ST GERMANS,LISKEARD,1,false,ZZ,SECTION DELAYS 23/11,0,A
25474001,2024-11-23,PLYMOUTH,PENZANCE,TRURO,TRURO,4,false,OE,3S13 RUN EARLY PLY,0,M
25474001,2024-11-23,PLYMOUTH,PENZANCE,ST GERMANS,LISKEARD,3,false,OE,3S13 RUN EARLY PLY,0,M
25474001,2024-11-23,PLYMOUTH,PENZANCE,PLYMOUTH,SALTASH,5,false,MT,1V58 UNIT FLT WKK HORBRYJ,0,M
25473001,2024-11-23,PLYMOUTH,GUNNISLAKE,ST BUDEAUX VICTORIA ROAD,GUNNISLAKE,5,false,IT,SBV GSL TRACK FAULT,0,M
25473001,2024-11-23,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,6,false,IT,SBV GSL TRACK FAULT,0,M
25473001,2024-11-23,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,4,false,MD,1A04 SET ISSUES CPM WTNBSTJ,0,M
25473001,2024-11-23,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,3,false,TT,2G79 LFNZ PLY SBV (E),0,M
25473001,2024-11-23,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,1,false,ZY,TERMINAL DELAYS 23/11,0,A
25473001,2024-11-23,PLYMOUTH,GUNNISLAKE,ST BUDEAUX VICTORIA ROAD,GUNNISLAKE,3,false,IK,SBF GSL HELSTON LC PHONE FLR,0,M
25473001,2024-11-23,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,6,false,IK,SBF GSL HELSTON LC PHONE FLR,0,M
25476001,2024-11-23,LOOE,LISKEARD,LOOE,LISKEARD,90,false,XW,2L82 TREE STRUCK LSK LOO,1,M
25476001,2024-11-23,LISKEARD,LOOE,LISKEARD,LISKEARD,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LOOE,LISKEARD,LOOE,LOOE,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LISKEARD,LOOE,LISKEARD,LISKEARD,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LOOE,LISKEARD,LOOE,LOOE,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LISKEARD,LOOE,LISKEARD,LISKEARD,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LOOE,LISKEARD,LOOE,LOOE,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LISKEARD,LOOE,LISKEARD,LISKEARD,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LOOE,LISKEARD,LOOE,LOOE,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LISKEARD,LOOE,LISKEARD,LISKEARD,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LOOE,LISKEARD,LOOE,LOOE,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LISKEARD,LOOE,LISKEARD,LISKEARD,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LOOE,LISKEARD,LOOE,LOOE,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LISKEARD,LOOE,LISKEARD,LISKEARD,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LOOE,LISKEARD,LOOE,LOOE,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LISKEARD,LOOE,LISKEARD,LISKEARD,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LOOE,LISKEARD,LOOE,LOOE,57,true,XW,2L82 TREE STRUCK LSK LOO,1,C
25476001,2024-11-23,LISKEARD,PAR CHAPEL SIDING,LISKEARD,LISKEARD,0,true,OU,RDG WESTERN ECS 23/11/24,0,C
25397003,2024-11-23,PENZANCE,LONDON PADDINGTON,ST GERMANS,SALTASH,4,false,TG,2P10 DRIVER PNZ,0,M
25397003,2024-11-23,PENZANCE,LONDON PADDINGTON,ST ERTH,CAMBORNE,3,false,TG,2P10 DRIVER PNZ,0,M
25397003,2024-11-23,PENZANCE,LONDON PADDINGTON,LOSTWITHIEL,LISKEARD,6,false,IF,LSK LOS TC INDICATIONS FLR,0,M
25397003,2024-11-23,PENZANCE,LONDON PADDINGTON,SALTASH,PLYMOUTH,3,false,IT,SBV GSL TRACK FAULT,0,M
25397003,2024-11-23,PENZANCE,LONDON PADDINGTON,PENZANCE,PENZANCE,8,false,IC,PNZ SER AJ / AK TC FLR,0,M
25397003,2024-11-23,PENZANCE,LONDON PADDINGTON,ST GERMANS,SALTASH,4,false,OD,6G73 CONTROL REQ GNBRWJ,0,M
22180012,2024-11-23,PENZANCE,EDINBURGH,LOSTWITHIEL,LISKEARD,7,false,TG,2P10 DRIVER PNZ,0,M
22180012,2024-11-23,PENZANCE,EDINBURGH,ST GERMANS,SALTASH,3,false,OC,6X72 EARLY RUNNING BPW,0,M
25479001,2024-11-23,ST ERTH,ST IVES,ST ERTH,ST ERTH,2,false,ZY,TERMINAL DELAYS 23/11,0,A
25479001,2024-11-23,ST ERTH,ST IVES,ST ERTH,ST ERTH,4,false,OC,1A77 SIGNALLER TAU COGLOAD,0,M
25474001,2024-11-23,ST IVES,PENZANCE,ST ERTH,ST ERTH,28.5,true,MU,LNGROCK PWR FLR,0,P
25474001,2024-11-23,PENZANCE,EXETER ST DAVIDS,PENZANCE,PENZANCE,3,false,OC,1A77 SIGNALLER TAU COGLOAD,0,M
25478001,2024-11-23,TRURO,FALMOUTH DOCKS,TRURO,TRURO,4,false,TT,2C42 LFNZ TAU TVP (E),0,M
25478001,2024-11-23,TRURO,FALMOUTH DOCKS,TRURO,TRURO,57,true,TH,2F81 GUARD TRU,0,C
25478001,2024-11-23,TRURO,FALMOUTH DOCKS,TRURO,TRURO,57,true,TH,2F81 GUARD TRU,0,C
25478001,2024-11-23,TRURO,FALMOUTH DOCKS,TRURO,TRURO,9,false,MT,1V58 UNIT FLT WKK HORBRYJ,0,M
25474001,2024-11-23,PENZANCE,PLYMOUTH,PENZANCE,PENZANCE,57,true,TG,2P10 DRIVER PNZ,0,C
25474001,2024-11-23,PENZANCE,PLYMOUTH,PENZANCE,ST ERTH,3,false,IC,PNZ SER AJ / AK TC FLR,0,M
25474001,2024-11-23,PENZANCE,PLYMOUTH,ST ERTH,CAMBORNE,3,false,TZ,2P18 3 LOST SER CBN,0,M
25474001,2024-11-23,PENZANCE,PLYMOUTH,PAR,PAR,7,false,XW,2L82 TREE STRUCK LSK LOO,1,M
25474001,2024-11-23,PENZANCE,PLYMOUTH,LOSTWITHIEL,LISKEARD,3,false,TT,2P26 LFNZ LOS LSK (E),0,M
25474001,2024-11-23,PENZANCE,PLYMOUTH,SALTASH,SALTASH,3,false,M8,2P86 BUZZER ISSUES STS,0,M
25478001,2024-11-23,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,TH,2F81 GUARD TRU,0,C
25478001,2024-11-23,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,TH,2F81 GUARD TRU,0,C
25478001,2024-11-23,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,MT,1V58 UNIT FLT WKK HORBRYJ,0,M
25474001,2024-11-23,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,RDG WESTERN ECS 23/11/24,0,M
25474001,2024-11-23,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,0,false,OU,RDG WESTERN ECS 23/11/24,0,M
25474001,2024-11-23,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,RDG WESTERN ECS 23/11/24,0,M
25397003,2024-11-23,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,RDG WESTERN ECS 23/11/24,0,M
25397003,2024-11-23,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,RDG WESTERN ECS 23/11/24,0,M
25397003,2024-11-23,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,false,OU,BRI WESTERN ECS 24/11/2024,0,M
22185002,2024-11-23,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,0,false,OU,RDG WESTERN ECS 23/11/24,0,M
25478001,2024-11-23,TRURO,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,true,OU,BRI WESTERN ECS 24/11/2024,0,P
22185002,2024-11-23,PENZANCE,PENZANCE T.& R.S.M.D.,PENZANCE,PENZANCE,0,true,OU,RDG WESTERN ECS 23/11/24,0,C
59406441,2024-11-23,ST BLAZEY SS,GOONBARROW JUNCTION EWS,ST BLAZEY SS,ST BLAZEY SS,95,true,FL,6G03 CAPE STBLTMD,0,C
25397003,2024-11-24,LONDON PADDINGTON,PENZANCE,PAR,TRURO,5,false,XW,PAR TRU TRURO VEGETATION,1,M
54761100,2024-11-24,WESTBURY DOWN T.C.,GOONBARROW JN,LOSTWITHIEL,PAR,0,false,FO,6G74 3 LOST LOS PAR,0,M
22180012,2024-11-24,PLYMOUTH,PENZANCE,PAR,TRURO,14,false,XW,PAR TRU TRURO VEGETATION,1,M
22180008,2024-11-24,PLYMOUTH,PENZANCE,PAR,TRURO,10,false,XW,PAR TRU TRURO VEGETATION,1,M
22180008,2024-11-24,PLYMOUTH,PENZANCE,CAMBORNE,ST ERTH,4,false,IJ,CBN SER SE2 TPWS FLR,0,M
22180008,2024-11-24,PLYMOUTH,PENZANCE,ST ERTH,ST ERTH,10,false,IJ,CBN SER SE2 TPWS FLR,0,M
25397003,2024-11-24,PLYMOUTH,PENZANCE,PAR,TRURO,3,false,TT,1Z75 LFNZ PAR TRU (E),0,M
25397003,2024-11-24,PLYMOUTH,PENZANCE,LISKEARD,LOSTWITHIEL,3,false,TT,1Z75 LFNZ LSK LOS (E),0,M
25397003,2024-11-24,PLYMOUTH,PENZANCE,LISKEARD,LOSTWITHIEL,1,false,ZZ,1Z75 1 LOST LSK LOS,0,M
25397003,2024-11-24,PLYMOUTH,PENZANCE,PAR,TRURO,9,false,XW,PAR TRU TRURO VEGETATION,1,M
25397003,2024-11-24,PLYMOUTH,PENZANCE,ST GERMANS,LISKEARD,3,false,XW,SGM TREE ON LINE,1,M
25397003,2024-11-24,PLYMOUTH,PENZANCE,PAR,TRURO,5,false,XW,PAR TRU TRURO VEGETATION,1,M
25397003,2024-11-24,PLYMOUTH,PENZANCE,LOSTWITHIEL,PAR,7,false,QN,3U26 SCHEDULE LOS PAR,0,M
25397003,2024-11-24,PLYMOUTH,PENZANCE,PAR,TRURO,9,false,XW,PAR TRU TRURO VEGETATION,1,M
25397003,2024-11-24,PLYMOUTH,PENZANCE,CAMBORNE,ST ERTH,3,false,IJ,CBN SER SE2 TPWS FLR,0,M
25474001,2024-11-24,PLYMOUTH,PENZANCE,ST GERMANS,LISKEARD,95,false,XW,SGM TREE ON LINE,1,M
25474001,2024-11-24,PLYMOUTH,PENZANCE,LISKEARD,LOSTWITHIEL,3,false,TT,2C06 LFNZ LSK LOS (E),0,M
25474001,2024-11-24,PLYMOUTH,PENZANCE,PAR,TRURO,5,false,XW,PAR TRU TRURO VEGETATION,1,M
25474001,2024-11-24,PLYMOUTH,PENZANCE,PAR,TRURO,9,false,XW,PAR TRU TRURO VEGETATION,1,M
25473001,2024-11-24,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,57,true,XW,WES SEVERE WEATHER BRI 24/11,1,C
25473001,2024-11-24,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,57,true,XW,WES SEVERE WEATHER BRI 24/11,1,C
25473001,2024-11-24,GUNNISLAKE,PLYMOUTH,GUNNISLAKE,GUNNISLAKE,26,false,XW,WES SEVERE WEATHER BRI 24/11,1,M
25460001,2024-11-24,PLYMOUTH,PENZANCE,PAR,TRURO,6,false,XW,PAR TRU TRURO VEGETATION,1,M
25396002,2024-11-24,PENZANCE,LONDON PADDINGTON,PENZANCE,PENZANCE,85,true,XW,WES SEVERE WEATHER BRI 24/11,1,C
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,LISKEARD,LISKEARD,89,false,XW,SGM TREE ON LINE,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,PAR,LOSTWITHIEL,5,false,ID,LOS LOSTWITHIEL LC FLR,0,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,LOSTWITHIEL,LISKEARD,3,false,XW,BOD BODMIN VEGETATION,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,PENZANCE,PENZANCE,53,false,XW,SGM TREE ON LINE,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,LOSTWITHIEL,LISKEARD,11,false,XW,BOD BODMIN VEGETATION,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,PAR,LOSTWITHIEL,5,false,XW,BOD BODMIN VEGETATION,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,PAR,LOSTWITHIEL,5,false,XW,SGM TREE ON LINE,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,TRURO,TRURO,12,false,XW,SGM TREE ON LINE,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,PENZANCE,ST ERTH,5,false,XW,SGM TREE ON LINE,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,PENZANCE,PENZANCE,18,false,XW,SGM TREE ON LINE,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,LOSTWITHIEL,LISKEARD,5,false,XW,BOD BODMIN VEGETATION,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,SALTASH,PLYMOUTH,8,false,XW,PAR TRU TRURO VEGETATION,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,PENZANCE,PENZANCE,85,true,X2,IVY TOT FLOODING,1,C
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,LOSTWITHIEL,LISKEARD,4,false,XW,BOD BODMIN VEGETATION,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,LOSTWITHIEL,LISKEARD,8,false,XW,BOD BODMIN VEGETATION,1,M
25397003,2024-11-24,PENZANCE,LONDON PADDINGTON,PAR,LOSTWITHIEL,3,false,XW,BOD BODMIN VEGETATION,1,M
22180012,2024-11-24,PENZANCE,LEEDS,LOSTWITHIEL,LISKEARD,6,false,XW,BOD BODMIN VEGETATION,1,M
22180012,2024-11-24,PENZANCE,LEEDS,PENZANCE,PENZANCE,4,false,XW,PAR TRU TRURO VEGETATION,1,M
22180012,2024-11-24,PENZANCE,EDINBURGH,PENZANCE,PENZANCE,36,false,XW,SGM TREE ON LINE,1,M
22180012,2024-11-24,PENZANCE,EDINBURGH,TRURO,PAR,17,false,XW,SGM TREE ON LINE,1,M
22180012,2024-11-24,PENZANCE,EDINBURGH,PENZANCE,ST ERTH,7,false,XW,SGM TREE ON LINE,1,M
22180012,2024-11-24,PENZANCE,EDINBURGH,ST GERMANS,SALTASH,9,false,XW,SGM TREE ON LINE,1,M
22180012,2024-11-24,PENZANCE,EDINBURGH,PAR,LOSTWITHIEL,8,false,ID,LOS LOSTWITHIEL LC FLR,0,M
22180012,2024-11-24,PENZANCE,EDINBURGH,LOSTWITHIEL,LISKEARD,3,false,XW,BOD BODMIN VEGETATION,1,M
25479001,2024-11-24,PENZANCE,ST IVES,ST ERTH,ST ERTH,28.5,true,MU,LNGROCK PWR FLR,0,O
25479001,2024-11-24,ST ERTH,ST IVES,ST ERTH,ST ERTH,57,true,XW,SGM TREE ON LINE,1,C
25479001,2024-11-24,ST IVES,ST ERTH,ST IVES,ST IVES,57,true,XW,SGM TREE ON LINE,1,C
25474001,2024-11-24,PENZANCE,EXETER ST DAVIDS,PENZANCE,PENZANCE,57,true,XW,WES SEVERE WEATHER BRI 24/11,1,C
25474001,2024-11-24,PENZANCE,EXETER ST DAVIDS,PENZANCE,PENZANCE,57,true,MS,2U14 ALOC STOCK PLY,0,C
25478001,2024-11-24,TRURO,FALMOUTH DOCKS,TRURO,TRURO,57,true,XW,SGM TREE ON LINE,1,C
25478001,2024-11-24,TRURO,FALMOUTH DOCKS,TRURO,TRURO,12,false,X2,IVY TOT FLOODING,1,M
25478001,2024-11-24,TRURO,FALMOUTH DOCKS,TRURO,TRURO,5,false,XW,PAR TRU TRURO VEGETATION,1,M
25478001,2024-11-24,TRURO,FALMOUTH DOCKS,TRURO,TRURO,57,true,XW,SGM TREE ON LINE,1,C
25478001,2024-11-24,TRURO,FALMOUTH DOCKS,TRURO,TRURO,7,false,XW,PAR TRU TRURO VEGETATION,1,M
25478001,2024-11-24,TRURO,FALMOUTH DOCKS,TRURO,TRURO,6,false,XW,PAR TRU TRURO VEGETATION,1,M
25478001,2024-11-24,TRURO,FALMOUTH DOCKS,TRURO,TRURO,5,false,XW,PAR TRU TRURO VEGETATION,1,M
25478001,2024-11-24,TRURO,FALMOUTH DOCKS,TRURO,TRURO,3,false,XW,WES SEVERE WEATHER BRI 24/11,1,M
25478001,2024-11-24,TRURO,FALMOUTH DOCKS,TRURO,TRURO,6,false,XW,WES SEVERE WEATHER BRI 24/11,1,M
25474001,2024-11-24,PENZANCE,PLYMOUTH,LOSTWITHIEL,LISKEARD,12,false,XW,SGM TREE ON LINE,1,M
25474001,2024-11-24,PENZANCE,PLYMOUTH,TRURO,PAR,10,false,XW,SGM TREE ON LINE,1,M
25474001,2024-11-24,PENZANCE,PLYMOUTH,PENZANCE,PENZANCE,43,false,XW,SGM TREE ON LINE,1,M
25474001,2024-11-24,PENZANCE,PLYMOUTH,LOSTWITHIEL,LISKEARD,7,false,XW,BOD BODMIN VEGETATION,1,M
25474001,2024-11-24,PENZANCE,PLYMOUTH,PAR,PAR,28.5,true,X2,IVY TOT FLOODING,1,O
25474001,2024-11-24,PENZANCE,PLYMOUTH,LOSTWITHIEL,LISKEARD,10,false,XW,BOD BODMIN VEGETATION,1,M
25474001,2024-11-24,PENZANCE,PLYMOUTH,PENZANCE,ST ERTH,4,false,XW,PAR TRU TRURO VEGETATION,1,M
25474001,2024-11-24,PENZANCE,PLYMOUTH,PENZANCE,PENZANCE,2,false,XW,PAR TRU TRURO VEGETATION,1,M
25474001,2024-11-24,PENZANCE,PLYMOUTH,PENZANCE,PENZANCE,57,true,TH,2P23 GUARD PNZ,0,C
25474001,2024-11-24,PENZANCE,PLYMOUTH,LOSTWITHIEL,LISKEARD,5,false,XW,BOD BODMIN VEGETATION,1,M
25474001,2024-11-24,PENZANCE,PLYMOUTH,PENZANCE,PENZANCE,57,true,X2,ATHLNY FLOODING,1,C
25478001,2024-11-24,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,XW,WES SEVERE WEATHER BRI 24/11,1,C
25478001,2024-11-24,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,10,false,X2,IVY TOT FLOODING,1,M
25478001,2024-11-24,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,4,false,XW,PAR TRU TRURO VEGETATION,1,M
25478001,2024-11-24,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,57,true,XW,SGM TREE ON LINE,1,C
25478001,2024-11-24,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,9,false,XW,PAR TRU TRURO VEGETATION,1,M
25478001,2024-11-24,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,6,false,XW,PAR TRU TRURO VEGETATION,1,M
25478001,2024-11-24,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,FALMOUTH DOCKS,6,false,XW,PAR TRU TRURO VEGETATION,1,M
25478001,2024-11-24,FALMOUTH DOCKS,TRURO,FALMOUTH DOCKS,TRURO,3,false,XW,WES SEVERE WEATHER BRI 24/11,1,M
25474001,2024-11-24,PENZANCE,CARDIFF CENTRAL,PENZANCE,PENZANCE,74,false,XW,SGM TREE ON LINE,1,M
25474001,2024-11-24,PENZANCE,CARDIFF CENTRAL,LOSTWITHIEL,LISKEARD,6,false,XW,BOD BODMIN VEGETATION,1,M
25474001,2024-11-24,PENZANCE,CARDIFF CENTRAL,TRURO,TRURO,3,false,RB,2U20 PASSENGERS TRU,0,M
25474001,2024-11-24,PENZANCE,CARDIFF CENTRAL,LOSTWITHIEL,LISKEARD,3,false,XW,SGM TREE ON LINE,1,M
25474001,2024-11-24,PENZANCE,CARDIFF CENTRAL,PENZANCE,PENZANCE,74,false,XW,SGM TREE ON LINE,1,M
25474001,2024-11-24,PENZANCE,CARDIFF CENTRAL,PAR,PAR,28.5,true,XW,WES SEVERE WEATHER BRI 24/11,1,O
25474001,2024-11-24,PENZANCE,CARDIFF CENTRAL,PAR,LISKEARD,3,false,XW,BOD BODMIN VEGETATION,1,M
25474001,2024-11-24,PENZANCE,CARDIFF CENTRAL,PENZANCE,PENZANCE,57,true,MS,2Z16 NO SET PNZ,0,C
95998501,2024-11-24,ST BLAZEY L I P,PAR,ST BLAZEY L I P,ST BLAZEY L I P,0,true,FL,3S14 CAPE STBLTMD,0,C
95998501,2024-11-24,PAR,ST BLAZEY L I P,PAR,PAR,0,true,FL,3S14 CAPE STBLTMD,0,C
